ID,requirements_text,CTL,Pattern
1736,"Where available, the functional identity of the calling party shall be displayed.",AG(identityAvailable -> AF(identityDisplayed)),Pattern 6.1: Response - Globally
1737,A short audible and visual indication of the incoming call shall be provided.,AG(incomingCall -> AF(audibleIndication & visualIndication)),Pattern 6.1: Response - Globally
1738,The group identity of the voice group call (VBS or VGCS) shall be displayed.,AG(voiceGroupCall -> AF(groupIdentityDisplayed)),Pattern 6.1: Response - Globally
1739,"If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call.",AG(broadcastCall -> AF(userInformedCannotSpeak)),Pattern 6.1: Response - Globally
1740,"If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.",AG(groupCall -> AF(userRequestsPermission & PTTused)),Pattern 6.1: Response - Globally
1741,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.",AG(groupCall -> AF(visualIndication)) & AG(visualIndication -> AF(reminderToUsePTT)),Pattern 6.1: Response - Globally
1742,The user may not speak in a group call until permission is granted by the network after using the PTT function.,AG(groupCall -> (usePTT -> A[!speak U permissionGranted])),Pattern 4.5: After Q until R
1743,"In a group call, an audible and visual indication of whether the request was successful shall be provided. The user may then talk whilst the PTT function is used.",AG(groupCall -> (usePTT -> EF(successfulRequest & audibleIndication & visualIndication & speak))),Pattern 4.1: Universality - Globally
1744,"If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.",AG((groupCall | broadcastCall) & callInProgress & userMovesOut -> EF(audibleIndication & visualIndication & lossOfCall)),Pattern 6.1: Response - Globally
1745,Reception  of  this  call  (if  implemented)  shall  proceed  as  for  a  standard  group  or broadcast call except that a distinctive audible and visual indication shall be provided.,AG(callImplemented -> ((groupCall | broadcastCall) -> EF(distinctiveAudibleIndication & distinctiveVisualIndication))),Pattern 4.1: Universality - Globally
1746,The radio shall provide a means for the user to terminate calls which he is authorised to terminate (ie all calls except broadcast or group calls not initiated by the user).,AG(callInSession & ((!userInitiatedCall & (broadcastCall | groupCall)) -> EF(!callTerminatedByUser))),Pattern 6.1: Response - Globally
1747,The  radio  shall  have  an  on/off  switch.,AG(!(radioOn & radioOff)) & AG(radioOn | radioOff),combination of 1.1 and 4.1
1748,"Switching  the  radio  on  shall  initiate  the transitory lighting of any display, controls or indicator lights.",AG(radioOn -> AF(displayLighting & controlLighting & indicatorLighting)),Pattern 6.1: Response - Globally
1749,Switching  the  radio  on  shall  initiate  the automatic self-testing.,AG(radioOn -> AF(selfTesting)),Pattern 6.1: Response - Globally
1750,Switching  the  radio  on  shall  initiate  the following: if the self-test fails a visible and audible indication shall be provided.,AG(radioOn -> AF(selfTest & (selfTestFail -> AF(visibleIndication & audibleIndication)))),Pattern 6.1: Response - Globally
1751,"Switching  the  radio  on  shall  initiate  the following:  if  connection  is  successful,  the  name  of  the  network  shall  be  displayed  and  an  audible confirmation of successful connection shall be given.",AG(radioOn -> AF(connectionSuccessful & (networkNameDisplayed & audibleConfirmation))),Pattern 6.1: Response - Globally
1752,"Switching  the  radio  on  shall  initiate  the following:  if connection is not successful, an audible and visual indication shall be provided. ",AG(radioOn -> AF(!connectionSuccessful -> (audibleIndication & visualIndication))),Pattern 6.1: Response - Globally
1753,Switching the radio off shall cause the termination of all calls under the control of (ie initiated by) the radio.,"AG(radioOff -> AF(forall c : callUnderControl(c, radio) -> callTerminated(c)))",Pattern 6.1: Response - Globally
1754,Switching the radio off shall cause the disconnection of the radio from the network.,AG(radioOff -> AF(disconnectedFromNetwork)),Pattern 6.1: Response - Globally
1755,Switching the radio off shall cause the clearing of the display and inhibition of functions.,AG(radioOff -> AF(clearDisplay & AX(AF(inhibitFunctions)))),Pattern 6.1: Response - Globally
1756,"When switched off, the radio shall retain any settings and numbers which are stored at the time the radio is switched off. ",AG(radioOff -> AG(retainSettings & retainNumbers)),Pattern 4.3: Universality - After Q
1757,"Where  more  than  one  mobile  radio  network  is  available  for  use  by  a  mobile,  the selection of the network to use shall be automatic.",AG((mobileNetworkAvailable > 1) -> AF(automaticNetworkSelection)),Pattern 6.1: Response - Globally
1758,It shall be possible for a user to override the automatic network selection manually and this function shall not be available during calls.,AG((userOverride & !callActive) -> EX(manuallyNetworkSelection & !networkSelectedAutomatically)) & AG(callActive -> AX(!userOverride)),Pattern 6.1: Response - Globally
1759,"Where a change of functional number is required, it shall be possible for the user to initiate the change.",AG(changeOfFunctionalNumberRequired -> EX(userInitiateChange)),Pattern 6.1: Response - Globally
1760,"If the ability to initiate Railway emergency calls is implemented in the radio, accidental initiation of a Railway emergency call shall be prevented.",AG(abilityToInitiateRailwayEmergencyCall -> AG(!accidentalEmergencyCallInitiation)),Pattern 1.3: Absence - After Q
1761,A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.,AG(batteryLow -> AF(visualIndication & audibleIndication)),Pattern 6.1: Response - Globally
1762,A network service availability indication shall be provided to the user.,AG(networkServiceAvailable -> AF(indication)),Pattern 6.1: Response - Globally
1763,A visual indication shall be provided to the user if the network service is no longer available.,AG(!networkServiceAvailable -> AF(visualIndication)),Pattern 6.1: Response - Globally
1764,"Once an appropriate number has been obtained, the radio shall attempt to establish a call to this number with railway operation priority.",AG(numberObtained -> AF(callAttemptedWithPriority)),Pattern 6.1: Response - Globally
1765,"If the emergency call function is disabled, a visual indication and short audible indication shall be given when the radio is switched on.",AG((emergencyCallDisabled & radioSwitchedOn) -> AF(indication)),Pattern 6.1: Response - Globally
1766,The DPU-BOOT CSC shall execute when power is applied to the DPU.,AG(powerApplied -> AF(DPU_BOOTExecutes)),Pattern 6.1: Response - Globally
1767,The DPU-BOOT CSC shall test and clear DRAM on power-on using the COLD_MEM_SIZE obtained from the SYSTEM_BLOCK.,AG(powerOn -> AF(DPU_BOOTExecutes & AX(AF(testDRAM & clearDRAM & COLD_MEM_SIZEObtained)))),Pattern 6.1: Response - Globally
1768,The DPU-BOOT CSC shall set the processor speed to MHz.,AG(DPU_BOOTExecutes -> AF(processorSpeedSet(MHzValue))),Pattern 6.1: Response - Globally
1769,The DPU-BOOT CSC shall boot the primary or alternate configuration of DPU-RTOS according to the BC_INDEX in the SYSTEM_BLOCK.,AG(DPU_BOOTExecutes -> AF(BC_INDEXPrimary -> AF(primaryConfigurationBooted)) | (BC_INDEXAlternate -> AF(alternateConfigurationBooted))),Pattern 6.1: Response - Globally
1770,The DPU-BOOT CSC shall toggle the BC_INDEX (selecting the opposite configuration) after reading it during the boot process.,AG(DPU_BOOTReadsBC_INDEX -> AX(BC_INDEXToggled)),Pattern 6.1: Response - Globally
1771,The DPU-BOOT CSC shall provide the capability to automatically load a configuration of DPU-RTOS from EEPROM to DRAM and start its execution.,AG(DPU_BOOTExecutes -> AF(RTOSLoaded & AX(RTOSStartsExecution))),Pattern 6.1: Response - Globally
1772,"The DPU-BOOT CSC shall include a CPU BIT consisting of a branch test, a fixed point test, a floating point test, an interrupted test, a timer test, and a register test.","AG(DPU_BOOTExecutes -> AF (CPU_BIT(branchTest, fixedPointTest, floatingPointTest, interruptedTest, timerTest, registerTest)))",Pattern 6.1: Response - Globally
1773,The DPU-BOOT CSC shall create a record of the CPU BIT in the SYSTEM_BLOCK.,AG(CPU_BITComplete -> AF(RecordCreated)),Pattern 6.1: Response - Globally
1774,The DPU-BOOT CSC shall include a DRAM BIT consisting of two write/read/compare tests.,"AG(DPU_BOOTExecutes -> AF(DRAM_BIT(writeReadCompareTest1, writeReadCompareTest2)))",Pattern 6.1: Response - Globally
